enrollment_id,enrollment_date,company_id,course_id,city,state,city_tier,gender,age_group,referral_source,payment_mode,device_type,original_price_inr,discount_pct,discount_amount_inr,final_price_inr,gst_amount_inr,net_revenue_inr,platform_cost_inr,gross_profit_inr,gross_margin_pct,course_completed,student_rating,refund_issued,support_tickets_raised
EDU00311,2023-02-21,7,13,Mangaluru,Karnataka,Tier 3,Other,13-17,Google Ads,Credit Card,Desktop,15999,10,1599.9,14399.1,2591.84,11807.26,4313.81,7493.45,63.46,No,,No,0
EDU00094,2023-01-15,9,5,Nashik,Maharashtra,Tier 2,Other,35-44,Email Campaign,UPI,Tablet,14999,10,1499.9,13499.1,2429.84,11069.26,4920.97,6148.29,55.54,No,,No,0
EDU02204,2024-12-15,13,1,Mangaluru,Karnataka,Tier 3,Other,25-34,Word of Mouth,Debit Card,Mobile,24999,10,2499.9,22499.1,4049.84,18449.26,7203.23,11246.03,60.96,No,,No,1
EDU01957,2024-08-14,7,28,Coimbatore,Tamil Nadu,Tier 2,Female,13-17,Email Campaign,Credit Card,Tablet,18999,30,5699.7,13299.3,2393.87,10905.43,5987.91,4917.52,45.09,No,,No,2
EDU00925,2024-02-17,14,6,Gurugram,Delhi NCR,Tier 1,Female,25-34,School/College Partnership,Debit Card,Desktop,8499,40,3399.6,5099.4,917.89,4181.51,2403.83,1777.68,42.51,Yes,3.6,No,0
EDU01910,2023-01-25,1,3,Gurugram,Delhi NCR,Tier 1,Male,13-17,YouTube,Credit Card,Mobile,7499,5,374.95,7124.05,1282.33,5841.72,2168.86,3672.86,62.87,Yes,3.5,No,1
EDU01036,2024-07-08,14,2,Ahmedabad,Gujarat,Tier 1,Other,25-34,Email Campaign,Net Banking,Tablet,9999,50,4999.5,4999.5,899.91,4099.59,1810.47,2289.12,55.84,No,,No,0
EDU01401,2023-10-27,13,27,Mangaluru,Karnataka,Tier 3,Male,45+,Instagram,Wallet,Desktop,14999,15,2249.85,12749.15,2294.85,10454.3,4839.07,5615.23,53.71,No,,No,0
EDU01501,2024-11-10,5,18,Madurai,Tamil Nadu,Tier 3,Female,45+,Direct/Organic,Wallet,Mobile,11999,25,2999.75,8999.25,1619.87,7379.38,4362.81,3016.57,40.88,Yes,3.5,No,0
EDU01469,2023-04-21,4,13,Mumbai,Maharashtra,Tier 1,Other,45+,Google Ads,Net Banking,Tablet,15999,0,0,15999,2879.82,13119.18,5205.97,7913.21,60.32,No,,No,2
EDU00999,2023-07-04,3,10,Nashik,Maharashtra,Tier 2,Male,45+,Google Ads,Credit Card,Mobile,34999,20,6999.8,27999.2,5039.86,22959.34,9755.05,13204.29,57.51,Yes,4,No,0
EDU00854,2024-12-05,2,15,Chennai,Tamil Nadu,Tier 1,Other,35-44,YouTube,Net Banking,Mobile,29999,20,5999.8,23999.2,4319.86,19679.34,8427.71,11251.63,57.17,Yes,3,No,0
EDU01143,2024-02-04,12,13,New Delhi,Delhi NCR,Tier 1,Other,25-34,Direct/Organic,Wallet,Tablet,15999,15,2399.85,13599.15,2447.85,11151.3,4085.57,7065.73,63.36,Yes,3.1,No,0
EDU01144,2023-07-25,14,21,Howrah,West Bengal,Tier 3,Male,25-34,YouTube,UPI,Mobile,8999,30,2699.7,6299.3,1133.87,5165.43,2183.42,2982.01,57.73,Yes,3.3,No,1
EDU02049,2023-11-14,4,17,Howrah,West Bengal,Tier 3,Female,18-24,WhatsApp,Credit Card,Mobile,16999,0,0,16999,3059.82,13939.18,6504.88,7434.3,53.33,Yes,4.3,No,0
EDU00402,2024-08-19,10,15,Mangaluru,Karnataka,Tier 3,Female,45+,Google Ads,Debit Card,Mobile,29999,30,8999.7,20999.3,3779.87,17219.43,8835.12,8384.31,48.69,No,,No,1
EDU01104,2024-10-30,15,19,Coimbatore,Tamil Nadu,Tier 2,Other,45+,Instagram,EMI,Tablet,9999,40,3999.6,5999.4,1079.89,4919.51,2843.07,2076.44,42.21,Yes,2.9,No,0
EDU00085,2024-12-21,5,3,Faridabad,Delhi NCR,Tier 2,Male,25-34,Email Campaign,Debit Card,Desktop,7499,10,749.9,6749.1,1214.84,5534.26,2366.79,3167.47,57.23,No,,Yes,2
EDU02403,2023-06-21,14,14,Hyderabad,Telangana,Tier 1,Male,25-34,Google Ads,Net Banking,Tablet,6999,10,699.9,6299.1,1133.84,5165.26,2160.57,3004.69,58.17,Yes,4.2,No,0
EDU00115,2024-09-05,12,13,Gurugram,Delhi NCR,Tier 1,Female,25-34,Instagram,UPI,Desktop,15999,5,799.95,15199.05,2735.83,12463.22,5921.5,6541.72,52.49,No,,No,0
EDU02217,2024-02-03,13,21,Faridabad,Delhi NCR,Tier 2,Male,45+,School/College Partnership,Wallet,Tablet,8999,0,0,8999,1619.82,7379.18,2909.34,4469.84,60.57,Yes,3.1,No,1
EDU01586,2024-08-10,11,27,Nagpur,Maharashtra,Tier 2,Female,18-24,School/College Partnership,Net Banking,Desktop,14999,50,7499.5,7499.5,1349.91,6149.59,3881.39,2268.2,36.88,Yes,3.2,No,0
EDU01568,2024-12-17,2,25,Jaipur,Rajasthan,Tier 2,Male,25-34,YouTube,UPI,Desktop,7999,10,799.9,7199.1,1295.84,5903.26,2670.01,3233.25,54.77,Yes,4.6,No,0
EDU01502,2023-05-13,9,20,Mysuru,Karnataka,Tier 2,Female,45+,Google Ads,Net Banking,Tablet,8999,50,4499.5,4499.5,809.91,3689.59,2095.64,1593.95,43.2,Yes,3.5,No,0
EDU01661,2023-06-11,3,8,Coimbatore,Tamil Nadu,Tier 2,Other,18-24,Email Campaign,Wallet,Tablet,4999,10,499.9,4499.1,809.84,3689.26,1465.33,2223.93,60.28,Yes,2.6,No,0
EDU01557,2023-12-23,11,19,Mangaluru,Karnataka,Tier 3,Male,25-34,Direct/Organic,Net Banking,Mobile,9999,5,499.95,9499.05,1709.83,7789.22,3983.33,3805.89,48.86,Yes,3.1,No,0
EDU02008,2024-05-21,6,11,Ahmedabad,Gujarat,Tier 1,Male,25-34,Word of Mouth,Net Banking,Desktop,12999,10,1299.9,11699.1,2105.84,9593.26,4071.67,5521.59,57.56,Yes,3.7,Yes,0
EDU00626,2023-05-24,1,16,Nagpur,Maharashtra,Tier 2,Other,25-34,Direct/Organic,UPI,Mobile,12999,40,5199.6,7799.4,1403.89,6395.51,3092.77,3302.74,51.64,No,,No,1
EDU01886,2023-05-14,15,5,Hyderabad,Telangana,Tier 1,Male,18-24,School/College Partnership,Debit Card,Tablet,14999,30,4499.7,10499.3,1889.87,8609.43,3020.93,5588.5,64.91,No,,No,1
EDU01867,2023-10-05,3,7,Jodhpur,Rajasthan,Tier 3,Other,13-17,Direct/Organic,Credit Card,Tablet,8999,10,899.9,8099.1,1457.84,6641.26,3006.9,3634.36,54.72,No,,No,0
EDU00953,2023-07-21,6,28,Coimbatore,Tamil Nadu,Tier 2,Male,35-44,WhatsApp,Net Banking,Mobile,18999,5,949.95,18049.05,3248.83,14800.22,6857.55,7942.67,53.67,Yes,3.9,No,0
EDU00625,2024-05-12,12,28,New Delhi,Delhi NCR,Tier 1,Female,25-34,Instagram,Net Banking,Tablet,18999,30,5699.7,13299.3,2393.87,10905.43,3639.12,7266.31,66.63,Yes,,No,0
EDU00235,2024-01-10,8,26,Mysuru,Karnataka,Tier 2,Other,25-34,WhatsApp,EMI,Desktop,12999,10,1299.9,11699.1,2105.84,9593.26,4144.63,5448.63,56.8,Yes,,No,0
EDU02035,2024-09-05,15,25,Ghaziabad,Delhi NCR,Tier 2,Other,45+,Google Ads,EMI,Tablet,7999,20,1599.8,6399.2,1151.86,5247.34,2076.89,3170.45,60.42,No,,No,1
EDU01827,2023-08-12,13,8,Faridabad,Delhi NCR,Tier 2,Male,13-17,Instagram,Wallet,Desktop,4999,50,2499.5,2499.5,449.91,2049.59,1122.61,926.98,45.23,Yes,3.5,No,0
EDU02367,2023-08-14,5,14,Jaipur,Rajasthan,Tier 2,Male,35-44,Direct/Organic,Credit Card,Mobile,6999,0,0,6999,1259.82,5739.18,2589.04,3150.14,54.89,Yes,4,No,1
EDU01315,2023-08-19,15,14,Nashik,Maharashtra,Tier 2,Male,18-24,Email Campaign,Net Banking,Desktop,6999,0,0,6999,1259.82,5739.18,2637.9,3101.28,54.04,No,,No,1
EDU01526,2024-05-16,8,18,Mumbai,Maharashtra,Tier 1,Female,45+,Instagram,Wallet,Desktop,11999,0,0,11999,2159.82,9839.18,3950.15,5889.03,59.85,Yes,3.2,No,0
EDU01563,2024-06-28,2,4,Warangal,Telangana,Tier 3,Female,13-17,Word of Mouth,UPI,Tablet,6999,15,1049.85,5949.15,1070.85,4878.3,2204.39,2673.91,54.81,Yes,,No,0
EDU01753,2023-10-12,15,1,Howrah,West Bengal,Tier 3,Other,13-17,Google Ads,Credit Card,Tablet,24999,0,0,24999,4499.82,20499.18,7439.94,13059.24,63.71,Yes,4.2,No,0
EDU01606,2024-10-16,12,8,Chennai,Tamil Nadu,Tier 1,Female,35-44,Direct/Organic,EMI,Mobile,4999,0,0,4999,899.82,4099.18,1849.88,2249.3,54.87,Yes,3.9,No,1
EDU00344,2023-02-06,9,8,Kolkata,West Bengal,Tier 1,Other,45+,Word of Mouth,Wallet,Tablet,4999,30,1499.7,3499.3,629.87,2869.43,1113.86,1755.57,61.18,No,,No,0
EDU00997,2023-01-13,11,4,Faridabad,Delhi NCR,Tier 2,Male,35-44,Google Ads,Debit Card,Desktop,6999,0,0,6999,1259.82,5739.18,2997.53,2741.65,47.77,Yes,4.1,Yes,0
EDU02063,2023-01-14,5,18,Gurugram,Delhi NCR,Tier 1,Female,13-17,Word of Mouth,Net Banking,Mobile,11999,5,599.95,11399.05,2051.83,9347.22,4063.15,5284.07,56.53,Yes,,No,0
EDU01111,2023-05-30,3,24,Nashik,Maharashtra,Tier 2,Male,35-44,Word of Mouth,Debit Card,Mobile,22999,10,2299.9,20699.1,3725.84,16973.26,7173.91,9799.35,57.73,Yes,,No,0
EDU01360,2024-12-15,9,4,Kolkata,West Bengal,Tier 1,Female,13-17,Word of Mouth,Credit Card,Tablet,6999,50,3499.5,3499.5,629.91,2869.59,1416.96,1452.63,50.62,Yes,4.1,No,0
EDU02108,2023-02-28,10,27,Madurai,Tamil Nadu,Tier 3,Other,18-24,Instagram,UPI,Mobile,14999,50,7499.5,7499.5,1349.91,6149.59,3786.55,2363.04,38.43,No,,Yes,1
EDU00710,2023-01-09,5,12,Faridabad,Delhi NCR,Tier 2,Female,25-34,Word of Mouth,UPI,Tablet,4999,20,999.8,3999.2,719.86,3279.34,1378.58,1900.76,57.96,Yes,4.7,No,0
EDU01879,2023-04-09,8,23,Hyderabad,Telangana,Tier 1,Female,18-24,Direct/Organic,UPI,Mobile,11999,30,3599.7,8399.3,1511.87,6887.43,2836.32,4051.11,58.82,No,,Yes,0
EDU01379,2023-09-18,11,7,Chennai,Tamil Nadu,Tier 1,Male,35-44,Google Ads,Net Banking,Mobile,8999,0,0,8999,1619.82,7379.18,3438.97,3940.21,53.4,Yes,3.9,No,0
EDU00425,2024-07-06,3,5,Nagpur,Maharashtra,Tier 2,Female,13-17,Google Ads,EMI,Mobile,14999,10,1499.9,13499.1,2429.84,11069.26,4578.24,6491.02,58.64,Yes,3.3,No,0
EDU00293,2023-01-02,15,17,Gurugram,Delhi NCR,Tier 1,Female,35-44,Email Campaign,EMI,Desktop,16999,15,2549.85,14449.15,2600.85,11848.3,4903.16,6945.14,58.62,No,,No,0
EDU01066,2024-04-16,14,13,Noida,Delhi NCR,Tier 1,Male,18-24,School/College Partnership,UPI,Desktop,15999,40,6399.6,9599.4,1727.89,7871.51,3686.67,4184.84,53.16,No,,No,1
EDU01639,2024-09-15,6,19,Jaipur,Rajasthan,Tier 2,Other,35-44,Email Campaign,EMI,Tablet,9999,15,1499.85,8499.15,1529.85,6969.3,3044.43,3924.87,56.32,Yes,3.2,No,0
EDU01013,2023-03-17,14,4,Jodhpur,Rajasthan,Tier 3,Female,25-34,Direct/Organic,Wallet,Mobile,6999,15,1049.85,5949.15,1070.85,4878.3,1936.37,2941.93,60.31,No,,No,0
EDU02128,2023-12-27,13,1,Faridabad,Delhi NCR,Tier 2,Female,45+,Direct/Organic,Debit Card,Tablet,24999,15,3749.85,21249.15,3824.85,17424.3,7146.64,10277.66,58.98,Yes,3.5,Yes,0
EDU01718,2024-10-08,3,13,Hyderabad,Telangana,Tier 1,Female,18-24,Word of Mouth,Credit Card,Mobile,15999,0,0,15999,2879.82,13119.18,3889.06,9230.12,70.36,Yes,5,No,0
EDU00938,2023-04-22,12,9,Vadodara,Gujarat,Tier 3,Other,25-34,Word of Mouth,UPI,Tablet,19999,5,999.95,18999.05,3419.83,15579.22,6427.04,9152.18,58.75,Yes,4.7,No,0
EDU00835,2024-05-15,5,23,Kolkata,West Bengal,Tier 1,Female,18-24,Instagram,UPI,Mobile,11999,15,1799.85,10199.15,1835.85,8363.3,3811.76,4551.54,54.42,Yes,3.4,No,0
EDU00255,2024-10-05,13,27,Jodhpur,Rajasthan,Tier 3,Male,18-24,Instagram,EMI,Tablet,14999,40,5999.6,8999.4,1619.89,7379.51,3785.38,3594.13,48.7,Yes,,No,1
EDU01483,2023-07-27,8,24,Madurai,Tamil Nadu,Tier 3,Male,25-34,WhatsApp,UPI,Desktop,22999,10,2299.9,20699.1,3725.84,16973.26,7703.11,9270.15,54.62,Yes,3.8,No,0
EDU02479,2024-12-21,4,23,Ahmedabad,Gujarat,Tier 1,Female,45+,Direct/Organic,Wallet,Mobile,11999,0,0,11999,2159.82,9839.18,3741.33,6097.85,61.98,Yes,4.4,No,1
EDU01408,2023-04-24,13,10,Bengaluru,Karnataka,Tier 1,Other,13-17,Direct/Organic,Debit Card,Desktop,34999,0,0,34999,6299.82,28699.18,10605.52,18093.66,63.05,Yes,,Yes,0
EDU02422,2023-07-12,2,5,Mysuru,Karnataka,Tier 2,Male,18-24,Direct/Organic,Credit Card,Desktop,14999,15,2249.85,12749.15,2294.85,10454.3,5120.69,5333.61,51.02,Yes,3.7,No,1
EDU02185,2024-12-13,10,18,Noida,Delhi NCR,Tier 1,Male,13-17,School/College Partnership,Wallet,Tablet,11999,30,3599.7,8399.3,1511.87,6887.43,3118.66,3768.77,54.72,No,,Yes,2
EDU00724,2023-11-16,15,4,Howrah,West Bengal,Tier 3,Male,35-44,School/College Partnership,EMI,Desktop,6999,30,2099.7,4899.3,881.87,4017.43,1771.2,2246.23,55.91,No,,No,0
EDU00970,2023-11-28,6,21,Howrah,West Bengal,Tier 3,Male,18-24,Word of Mouth,UPI,Tablet,8999,30,2699.7,6299.3,1133.87,5165.43,2433.97,2731.46,52.88,No,,Yes,0
EDU00497,2023-03-30,14,13,Hyderabad,Telangana,Tier 1,Other,25-34,YouTube,UPI,Desktop,15999,20,3199.8,12799.2,2303.86,10495.34,3550.39,6944.95,66.17,No,,No,1
EDU00951,2023-01-16,12,13,Madurai,Tamil Nadu,Tier 3,Male,35-44,Email Campaign,Wallet,Mobile,15999,30,4799.7,11199.3,2015.87,9183.43,3424.13,5759.3,62.71,Yes,,No,1
EDU00806,2023-07-03,1,21,Gurugram,Delhi NCR,Tier 1,Female,18-24,Google Ads,UPI,Mobile,8999,15,1349.85,7649.15,1376.85,6272.3,2491.17,3781.13,60.28,No,,No,1
EDU01830,2023-11-17,15,16,Faridabad,Delhi NCR,Tier 2,Female,13-17,Google Ads,Debit Card,Mobile,12999,10,1299.9,11699.1,2105.84,9593.26,4406.66,5186.6,54.07,Yes,3.3,No,0
EDU02178,2024-03-07,10,8,Hyderabad,Telangana,Tier 1,Female,18-24,School/College Partnership,Debit Card,Desktop,4999,20,999.8,3999.2,719.86,3279.34,1413.88,1865.46,56.89,No,,No,0
EDU01740,2023-01-02,15,18,Ghaziabad,Delhi NCR,Tier 2,Female,35-44,WhatsApp,Debit Card,Tablet,11999,10,1199.9,10799.1,1943.84,8855.26,4678.46,4176.8,47.17,Yes,4,No,1
EDU00338,2023-04-26,7,7,Ghaziabad,Delhi NCR,Tier 2,Other,35-44,YouTube,EMI,Desktop,8999,0,0,8999,1619.82,7379.18,3126.02,4253.16,57.64,Yes,4,No,0
EDU00731,2023-06-30,14,22,Nashik,Maharashtra,Tier 2,Male,25-34,Word of Mouth,Debit Card,Desktop,24999,40,9999.6,14999.4,2699.89,12299.51,7596.19,4703.32,38.24,Yes,3.8,No,0
EDU00609,2023-01-19,15,5,Gurugram,Delhi NCR,Tier 1,Female,13-17,Google Ads,Credit Card,Tablet,14999,20,2999.8,11999.2,2159.86,9839.34,3899.23,5940.11,60.37,Yes,,No,0
EDU01149,2023-08-04,3,4,Noida,Delhi NCR,Tier 1,Male,13-17,WhatsApp,Net Banking,Desktop,6999,10,699.9,6299.1,1133.84,5165.26,1832.97,3332.29,64.51,Yes,3,No,1
EDU01714,2023-03-06,14,4,New Delhi,Delhi NCR,Tier 1,Male,13-17,YouTube,Net Banking,Tablet,6999,40,2799.6,4199.4,755.89,3443.51,1888.8,1554.71,45.15,No,,No,0
EDU02489,2023-08-24,2,4,GHAZIABAD,Delhi NCR,Tier 2,Female,13-17,Word of Mouth,Credit Card,Mobile,6999,0,0,6999,1259.82,5739.18,2574.43,3164.75,55.14,No,,No,0
EDU00910,2023-09-09,3,29,Jodhpur,Rajasthan,Tier 3,Male,13-17,Instagram,UPI,Desktop,6999,40,2799.6,4199.4,755.89,3443.51,1856.28,1587.23,46.09,Yes,3.8,No,0
EDU02152,2024-06-21,4,2,New Delhi,Delhi NCR,Tier 1,Male,45+,WhatsApp,Wallet,Mobile,9999,40,3999.6,5999.4,1079.89,4919.51,2095.28,2824.23,57.41,No,,Yes,1
EDU02011,2024-07-26,12,1,Howrah,West Bengal,Tier 3,Other,25-34,Instagram,Wallet,Mobile,24999,0,0,24999,4499.82,20499.18,8578.1,11921.08,58.15,Yes,4,No,1
EDU01811,2024-05-24,9,21,Nashik,Maharashtra,Tier 2,Female,13-17,Word of Mouth,EMI,Tablet,8999,30,2699.7,6299.3,1133.87,5165.43,2503.98,2661.45,51.52,No,,No,1
EDU01995,2023-12-25,3,16,New Delhi,Delhi NCR,Tier 1,Other,35-44,YouTube,Debit Card,Desktop,12999,0,0,12999,2339.82,10659.18,3536.37,7122.81,66.82,Yes,4,No,0
EDU00720,2023-02-26,6,19,Bengaluru,Karnataka,Tier 1,Female,35-44,WhatsApp,UPI,Tablet,9999,0,0,9999,1799.82,8199.18,3249.36,4949.82,60.37,No,,No,0
EDU01570,2024-10-25,8,17,Noida,Delhi NCR,Tier 1,Female,45+,School/College Partnership,UPI,Desktop,16999,20,3399.8,13599.2,2447.86,11151.34,3868.12,7283.22,65.31,Yes,2.9,No,3
EDU00435,2024-10-10,10,7,Coimbatore,Tamil Nadu,Tier 2,Male,13-17,Google Ads,EMI,Tablet,8999,10,899.9,8099.1,1457.84,6641.26,3129.23,3512.03,52.88,No,,No,2
EDU01300,2024-08-26,2,14,Hyderabad,Telangana,Tier 1,Female,35-44,WhatsApp,EMI,Mobile,6999,0,0,6999,1259.82,5739.18,2573.89,3165.29,55.15,Yes,3.5,No,1
EDU02175,2024-10-23,15,2,Howrah,West Bengal,Tier 3,Female,35-44,Instagram,EMI,Tablet,9999,25,2499.75,7499.25,1349.87,6149.38,3285.64,2863.74,46.57,No,,No,0
EDU00406,2023-04-06,2,12,Chennai,Tamil Nadu,Tier 1,Female,18-24,School/College Partnership,Credit Card,Tablet,4999,25,1249.75,3749.25,674.87,3074.38,1279.43,1794.95,58.38,No,,No,0
EDU00822,2023-05-11,12,3,Nashik,Maharashtra,Tier 2,Female,13-17,Email Campaign,Wallet,Mobile,7499,0,0,7499,1349.82,6149.18,2911.65,3237.53,52.65,Yes,3.4,No,1
EDU01790,2023-01-01,3,19,Gurugram,Delhi NCR,Tier 1,Female,35-44,Direct/Organic,Credit Card,Desktop,9999,30,2999.7,6999.3,1259.87,5739.43,2778.31,2961.12,51.59,No,,No,0
EDU01859,2023-07-06,12,3,Madurai,Tamil Nadu,Tier 3,Female,35-44,Google Ads,Debit Card,Mobile,7499,30,2249.7,5249.3,944.87,4304.43,2025.38,2279.05,52.95,Yes,,No,0
EDU01558,2023-04-24,9,8,GURUGRAM,Delhi NCR,Tier 1,Other,35-44,Word of Mouth,UPI,Desktop,4999,25,1249.75,3749.25,674.87,3074.38,860.26,2214.12,72.02,Yes,4,No,2
EDU00546,2023-01-20,14,7,Hyderabad,Telangana,Tier 1,Other,13-17,School/College Partnership,UPI,Desktop,8999,50,4499.5,4499.5,809.91,3689.59,2072.84,1616.75,43.82,No,,Yes,0
EDU00213,2023-08-24,14,18,Pune,Maharashtra,Tier 1,Female,45+,Google Ads,Credit Card,Desktop,11999,0,0,11999,2159.82,9839.18,3807.26,6031.92,61.31,No,,No,0
EDU00897,2024-10-16,1,7,Howrah,West Bengal,Tier 3,Other,18-24,WhatsApp,Credit Card,Desktop,8999,50,4499.5,4499.5,809.91,3689.59,2107.83,1581.76,42.87,No,,No,1
EDU01942,2023-08-23,13,28,Gurugram,Delhi NCR,Tier 1,Other,45+,WhatsApp,Wallet,Desktop,18999,0,0,18999,3419.82,15579.18,5360.85,10218.33,65.59,Yes,3.2,No,0
EDU01892,2024-10-02,4,13,Ghaziabad,Delhi NCR,Tier 2,Female,25-34,Direct/Organic,UPI,Tablet,15999,5,799.95,15199.05,2735.83,12463.22,5806.39,6656.83,53.41,Yes,3.8,No,0
EDU01290,2023-02-18,10,16,Bengaluru,Karnataka,Tier 1,Male,25-34,Email Campaign,Wallet,Tablet,12999,10,1299.9,11699.1,2105.84,9593.26,3027.39,6565.87,68.44,Yes,4,No,0
EDU00815,2023-05-26,4,11,Bengaluru,Karnataka,Tier 1,Female,18-24,WhatsApp,UPI,Tablet,12999,30,3899.7,9099.3,1637.87,7461.43,3167.83,4293.6,57.54,Yes,,No,0
EDU01266,2024-07-29,3,10,Ghaziabad,Delhi NCR,Tier 2,Other,18-24,Word of Mouth,EMI,Tablet,34999,20,6999.8,27999.2,5039.86,22959.34,10638.43,12320.91,53.66,No,,No,0
EDU00343,2024-04-15,3,26,Madurai,Tamil Nadu,Tier 3,Female,13-17,Instagram,Net Banking,Desktop,12999,20,2599.8,10399.2,1871.86,8527.34,4079.67,4447.67,52.16,Yes,3.4,No,0
EDU01411,2024-12-07,11,1,Faridabad,Delhi NCR,Tier 2,Male,18-24,School/College Partnership,Debit Card,Mobile,24999,0,0,24999,4499.82,20499.18,7609.04,12890.14,62.88,Yes,3.6,No,1
EDU01215,2023-08-17,2,22,Noida,Delhi NCR,Tier 1,Male,45+,Email Campaign,Credit Card,Tablet,24999,0,0,24999,4499.82,20499.18,8990.73,11508.45,56.14,No,,No,2
EDU00967,2023-05-23,14,18,Madurai,Tamil Nadu,Tier 3,Other,18-24,Email Campaign,Wallet,Tablet,11999,0,0,11999,2159.82,9839.18,4856.72,4982.46,50.64,No,,No,1
EDU01231,2023-07-31,6,23,Chennai,Tamil Nadu,Tier 1,Other,35-44,Word of Mouth,Credit Card,Desktop,11999,50,5999.5,5999.5,1079.91,4919.59,2276.81,2642.78,53.72,No,,No,0
EDU00696,2023-03-29,6,7,Pune,Maharashtra,Tier 1,Other,45+,YouTube,UPI,Desktop,8999,20,1799.8,7199.2,1295.86,5903.34,2181.41,3721.93,63.05,No,,Yes,2
EDU02122,2024-05-28,13,2,Warangal,Telangana,Tier 3,Female,13-17,Email Campaign,Wallet,Tablet,9999,20,1999.8,7999.2,1439.86,6559.34,2677.81,3881.53,59.18,Yes,3.7,No,0
EDU00606,2023-10-13,3,26,Ghaziabad,Delhi NCR,Tier 2,Other,18-24,Google Ads,UPI,Tablet,12999,0,0,12999,2339.82,10659.18,3950.04,6709.14,62.94,Yes,4.2,No,0
EDU00105,2024-06-27,5,19,Bengaluru,Karnataka,Tier 1,Other,18-24,WhatsApp,Net Banking,Mobile,9999,50,4999.5,4999.5,899.91,4099.59,1547.13,2552.46,62.26,Yes,3.6,No,1
EDU00646,2023-02-15,5,10,Ghaziabad,Delhi NCR,Tier 2,Other,25-34,Email Campaign,Net Banking,Mobile,34999,15,5249.85,29749.15,5354.85,24394.3,10019.91,14374.39,58.93,Yes,,No,0
EDU01405,2023-05-28,7,28,Ghaziabad,Delhi NCR,Tier 2,Other,25-34,Direct/Organic,Wallet,Mobile,18999,10,1899.9,17099.1,3077.84,14021.26,6173.77,7847.49,55.97,No,,No,0
EDU00495,2023-02-27,11,21,Warangal,Telangana,Tier 3,Female,25-34,Instagram,Credit Card,Desktop,8999,25,2249.75,6749.25,1214.87,5534.38,2853.06,2681.32,48.45,Yes,3.4,No,0
EDU01020,2024-06-17,4,18,Ghaziabad,Delhi NCR,Tier 2,Male,35-44,WhatsApp,Net Banking,Desktop,11999,0,0,11999,2159.82,9839.18,4161.42,5677.76,57.71,No,,No,0
EDU00092,2023-05-15,14,10,Noida,Delhi NCR,Tier 1,Other,25-34,School/College Partnership,Credit Card,Desktop,34999,50,17499.5,17499.5,3149.91,14349.59,7870.77,6478.82,45.15,Yes,,No,0
EDU01113,2023-12-05,7,10,Madurai,Tamil Nadu,Tier 3,Other,25-34,Google Ads,Credit Card,Desktop,34999,30,10499.7,24499.3,4409.87,20089.43,8911.11,11178.32,55.64,Yes,4.1,No,0
EDU00909,2023-01-26,7,23,Jodhpur,Rajasthan,Tier 3,Male,18-24,School/College Partnership,Credit Card,Tablet,11999,40,4799.6,7199.4,1295.89,5903.51,2852.36,3051.15,51.68,No,,No,0
EDU01475,2024-08-08,14,28,Mysuru,Karnataka,Tier 2,Male,18-24,School/College Partnership,EMI,Desktop,18999,5,949.95,18049.05,3248.83,14800.22,5662.43,9137.79,61.74,No,,No,1
EDU01742,2023-02-03,15,13,New Delhi,Delhi NCR,Tier 1,Male,45+,WhatsApp,Debit Card,Tablet,15999,10,1599.9,14399.1,2591.84,11807.26,4300.66,7506.6,63.58,No,,No,1
EDU02151,2024-09-15,2,19,Jaipur,Rajasthan,Tier 2,Female,45+,Direct/Organic,Net Banking,Mobile,9999,15,1499.85,8499.15,1529.85,6969.3,3280.72,3688.58,52.93,No,,No,0
EDU00239,2024-05-11,8,27,Ghaziabad,Delhi NCR,Tier 2,Female,35-44,Direct/Organic,Net Banking,Mobile,14999,25,3749.75,11249.25,2024.87,9224.38,4335.65,4888.73,53,No,,No,1
EDU00943,2023-01-02,4,20,Hyderabad,Telangana,Tier 1,Other,25-34,Word of Mouth,EMI,Tablet,8999,0,0,8999,1619.82,7379.18,3191.31,4187.87,56.75,Yes,3.9,Yes,0
EDU01271,2024-07-17,2,27,NEW DELHI,Delhi NCR,Tier 1,Male,25-34,Email Campaign,EMI,Tablet,14999,10,1499.9,13499.1,2429.84,11069.26,4508.13,6561.13,59.27,Yes,4,No,0
EDU00939,2023-04-14,8,29,Nashik,Maharashtra,Tier 2,Other,25-34,Direct/Organic,Credit Card,Mobile,6999,15,1049.85,5949.15,1070.85,4878.3,2018.37,2859.93,58.63,Yes,3,No,0
EDU01425,2024-12-17,11,4,Mumbai,Maharashtra,Tier 1,Other,45+,Word of Mouth,Net Banking,Desktop,6999,0,0,6999,1259.82,5739.18,2537.38,3201.8,55.79,No,,No,1
EDU01863,2024-03-08,14,28,Ghaziabad,Delhi NCR,Tier 2,Male,45+,Word of Mouth,EMI,Desktop,18999,40,7599.6,11399.4,2051.89,9347.51,5066.13,4281.38,45.8,Yes,,No,1
EDU01670,2023-11-11,7,12,Howrah,West Bengal,Tier 3,Female,18-24,Email Campaign,Debit Card,Mobile,4999,0,0,4999,899.82,4099.18,1987.86,2111.32,51.51,Yes,4,No,0
EDU00006,2024-01-25,5,12,Nashik,Maharashtra,Tier 2,Other,13-17,YouTube,EMI,Tablet,4999,10,499.9,4499.1,809.84,3689.26,1718.13,1971.13,53.43,Yes,2.6,No,1
